indicator,base-per,Unit,Date,Value
ALL GROUPS,2014M12,Index,2014M12,100
ALL GROUPS,2014M12,Index,2015M1,97.58555611
ALL GROUPS,2014M12,Index,2015M2,98.42550657
ALL GROUPS,2014M12,Index,2015M3,99.74662676
ALL GROUPS,2014M12,Index,2015M4,100.034736
ALL GROUPS,2014M12,Index,2015M5,99.98332706
ALL GROUPS,2014M12,Index,2015M6,100.01735
ALL GROUPS,2014M12,Index,2015M7,103.981608
ALL GROUPS,2014M12,Index,2015M8,105.2929745
ALL GROUPS,2014M12,Index,2015M9,105.328269
ALL GROUPS,2014M12,Index,2015M10,100.13349
ALL GROUPS,2014M12,Index,2015M11,100.1298037
ALL GROUPS,2014M12,Index,2015M12,100.2921321
ALL GROUPS,2014M12,Index,2016M1,99.7768138
ALL GROUPS,2014M12,Index,2016M2,99.69783099
ALL GROUPS,2014M12,Index,2016M3,100.0137623
ALL GROUPS,2014M12,Index,2016M4,100.5560579
ALL GROUPS,2014M12,Index,2016M5,100.7362936
ALL GROUPS,2014M12,Index,2016M6,100.9093174
ALL GROUPS,2014M12,Index,2016M7,101.2554095
ALL GROUPS,2014M12,Index,2016M8,101.2086205
ALL GROUPS,2014M12,Index,2016M9,101.112105
ALL GROUPS,2014M12,Index,2016M10,100.8178649
ALL GROUPS,2014M12,Index,2016M11,103.6476581
ALL GROUPS,2014M12,Index,2016M12,101.5094716
ALL GROUPS,2014M12,Index,2017M1,102.3119565
ALL GROUPS,2014M12,Index,2017M2,101.6356825
ALL GROUPS,2014M12,Index,2017M3,101.5185534
ALL GROUPS,2014M12,Index,2017M4,102.889318
ALL GROUPS,2014M12,Index,2017M5,104.5573304
ALL GROUPS,2014M12,Index,2017M6,105.5802404
ALL GROUPS,2014M12,Index,2017M7,105.6633773
ALL GROUPS,2014M12,Index,2017M8,105.7458973
ALL GROUPS,2014M12,Index,2017M9,106.6707653
ALL GROUPS,2014M12,Index,2017M10,107.3479462
ALL GROUPS,2014M12,Index,2017M11,107.5518937
ALL GROUPS,2014M12,Index,2017M12,107.6921335
ALL GROUPS,2014M12,Index,2018M1,106.2352805
ALL GROUPS,2014M12,Index,2018M2,107.4257894
ALL GROUPS,2014M12,Index,2018M3,107.3905062
ALL GROUPS,2014M12,Index,2018M4,108.7317946
ALL GROUPS,2014M12,Index,2018M5,110.3196992
ALL GROUPS,2014M12,Index,2018M6,109.7625924
ALL GROUPS,2014M12,Index,2018M7,108.9395172
ALL GROUPS,2014M12,Index,2018M8,109.0870703
ALL GROUPS,2014M12,Index,2018M9,110.361435
ALL GROUPS,2014M12,Index,2018M10,111.6178267
ALL GROUPS,2014M12,Index,2018M11,111.8485192
ALL GROUPS,2014M12,Index,2018M12,111.1604276
ALL GROUPS,2014M12,Index,2019M1,109.617661
ALL GROUPS,2014M12,Index,2019M2,110.7476481
ALL GROUPS,2014M12,Index,2019M3,110.7915774
ALL GROUPS,2014M12,Index,2019M4,114.8903218
ALL GROUPS,2014M12,Index,2019M5,116.8103854
ALL GROUPS,2014M12,Index,2019M6,117.0093358
ALL GROUPS,2014M12,Index,2019M7,116.362748
ALL GROUPS,2014M12,Index,2019M8,115.4121572
ALL GROUPS,2014M12,Index,2019M9,116.0685162
ALL GROUPS,2014M12,Index,2019M10,116.247411
ALL GROUPS,2014M12,Index,2019M11,116.1048199
ALL GROUPS,2014M12,Index,2019M12,114.6355956
ALL GROUPS,2014M12,Index,2020M1,113.1376291
ALL GROUPS,2014M12,Index,2020M2,114.1333023
ALL GROUPS,2014M12,Index,2020M3,116.5535432
ALL GROUPS,2014M12,Index,2020M4,119.8025395
ALL GROUPS,2014M12,Index,2020M5,121.7588654
ALL GROUPS,2014M12,Index,2020M6,122.0429678
ALL GROUPS,2014M12,Index,2020M7,121.1277043
ALL GROUPS,2014M12,Index,2020M8,120.0878421
ALL GROUPS,2014M12,Index,2020M9,120.6298225
ALL GROUPS,2014M12,Index,2020M10,120.60528
ALL GROUPS,2014M12,Index,2020M11,121.1831633
ALL GROUPS,2014M12,Index,2020M12,120.1786386
ALL GROUPS,2014M12,Index,2021M1,118.8
ALL GROUPS,2014M12,Index,2021M2,119.88
ALL GROUPS,2014M12,Index,2021M3,122.47
ALL GROUPS,2014M12,Index,2021M4,124.85
ALL GROUPS,2014M12,Index,2021M5,126.42
ALL GROUPS,2014M12,Index,2021M6,125.97
ALL GROUPS,2014M12,Index,2021M7,126.89
ALL GROUPS,2014M12,Index,2021M8,125.26
ALL GROUPS,2014M12,Index,2021M9,126.17
ALL GROUPS,2014M12,Index,2021M10,126.4613726
ALL GROUPS,2014M12,Index,2021M11,127.2735028
ALL GROUPS,2014M12,Index,2021M12,126.9899071
ALL GROUPS,2014M12,Index,2022M1,126.9198506
ALL GROUPS,2014M12,Index,2022M2,127.614781
ALL GROUPS,2014M12,Index,2022M3,129.9171666
ALL GROUPS,2014M12,Index,2022M4,132.8982247
ALL GROUPS,2014M12,Index,2022M5,134.85
ALL GROUPS,2014M12,Index,2022M6,134.77
ALL GROUPS,2014M12,Index,2022M7,136.71
ALL GROUPS,2014M12,Index,2022M8,134.74
ALL GROUPS,2014M12,Index,2022M9,135.28
ALL GROUPS,2014M12,Index,2022M10,135.2
ALL GROUPS,2014M12,Index,2022M11,135.37
ALL GROUPS,2014M12,Index,2022M12,134.68
ALL GROUPS,2014M12,Index,2023M1,133.99
ALL GROUPS,2014M12,Index,2023M2,134.54
ALL GROUPS,2014M12,Index,2023M3,137.29
ALL GROUPS,2014M12,Index,2023M4,141.08
ALL GROUPS,2014M12,Index,2023M5,143.73
ALL GROUPS,2014M12,Index,2023M6,143.72
ALL GROUPS,2014M12,Index,2023M7,144.89
ALL GROUPS,2014M12,Index,2023M8,142.58
ALL GROUPS,2014M12,Index,2023M9,142.65
ALL GROUPS,2014M12,Index,2023M10,143.59
ALL GROUPS,2014M12,Index,2023M11,144.92
ALL GROUPS,2014M12,Index,2023M12,143.57
ALL GROUPS,2014M12,Index,2024M1,142.28
ALL GROUPS,2014M12,Index,2024M2,142.14
ALL GROUPS,2014M12,Index,2024M3,145.34
ALL GROUPS,2014M12,Index,2024M4,148.42
ALL GROUPS,2014M12,Index,2024M5,150.64
ALL GROUPS,2014M12,Index,2024M6,151.35
ALL GROUPS,2014M12,Index,2024M7,152.92
ALL GROUPS,2014M12,Index,2024M8,151.04
ALL GROUPS,2014M12,Index,2024M9,151.39
ALL GROUPS,2014M12,Index,2024M10,151.96
ALL GROUPS,2014M12,Index,2024M11,152.46
ALL GROUPS,2014M12,Index,2024M12,151.57
FOOD AND NON ALCOHOLIC BEVERAGES,2014M12,Index,2014M12,100
FOOD AND NON ALCOHOLIC BEVERAGES,2014M12,Index,2015M1,97.04476809
FOOD AND NON ALCOHOLIC BEVERAGES,2014M12,Index,2015M2,97.71957631
FOOD AND NON ALCOHOLIC BEVERAGES,2014M12,Index,2015M3,99.47804635
FOOD AND NON ALCOHOLIC BEVERAGES,2014M12,Index,2015M4,99.57529474
FOOD AND NON ALCOHOLIC BEVERAGES,2014M12,Index,2015M5,99.38179661
FOOD AND NON ALCOHOLIC BEVERAGES,2014M12,Index,2015M6,99.38096122
FOOD AND NON ALCOHOLIC BEVERAGES,2014M12,Index,2015M7,103.5493829
FOOD AND NON ALCOHOLIC BEVERAGES,2014M12,Index,2015M8,105.8455384
FOOD AND NON ALCOHOLIC BEVERAGES,2014M12,Index,2015M9,105.881298
FOOD AND NON ALCOHOLIC BEVERAGES,2014M12,Index,2015M10,99.54908487
FOOD AND NON ALCOHOLIC BEVERAGES,2014M12,Index,2015M11,99.54512428
FOOD AND NON ALCOHOLIC BEVERAGES,2014M12,Index,2015M12,99.90649522
FOOD AND NON ALCOHOLIC BEVERAGES,2014M12,Index,2016M1,97.32292539
FOOD AND NON ALCOHOLIC BEVERAGES,2014M12,Index,2016M2,97.44617784
FOOD AND NON ALCOHOLIC BEVERAGES,2014M12,Index,2016M3,97.51104292
FOOD AND NON ALCOHOLIC BEVERAGES,2014M12,Index,2016M4,101.7782359
FOOD AND NON ALCOHOLIC BEVERAGES,2014M12,Index,2016M5,102.3843725
FOOD AND NON ALCOHOLIC BEVERAGES,2014M12,Index,2016M6,102.599039
FOOD AND NON ALCOHOLIC BEVERAGES,2014M12,Index,2016M7,103.4805582
FOOD AND NON ALCOHOLIC BEVERAGES,2014M12,Index,2016M8,103.3895226
FOOD AND NON ALCOHOLIC BEVERAGES,2014M12,Index,2016M9,103.1576556
FOOD AND NON ALCOHOLIC BEVERAGES,2014M12,Index,2016M10,101.0524148
FOOD AND NON ALCOHOLIC BEVERAGES,2014M12,Index,2016M11,103.3691171
FOOD AND NON ALCOHOLIC BEVERAGES,2014M12,Index,2016M12,103.5889839
FOOD AND NON ALCOHOLIC BEVERAGES,2014M12,Index,2017M1,101.8362693
FOOD AND NON ALCOHOLIC BEVERAGES,2014M12,Index,2017M2,99.66905531
FOOD AND NON ALCOHOLIC BEVERAGES,2014M12,Index,2017M3,100.2199374
FOOD AND NON ALCOHOLIC BEVERAGES,2014M12,Index,2017M4,103.2048019
FOOD AND NON ALCOHOLIC BEVERAGES,2014M12,Index,2017M5,106.1558204
FOOD AND NON ALCOHOLIC BEVERAGES,2014M12,Index,2017M6,107.5066876
FOOD AND NON ALCOHOLIC BEVERAGES,2014M12,Index,2017M7,107.9649036
FOOD AND NON ALCOHOLIC BEVERAGES,2014M12,Index,2017M8,107.7682217
FOOD AND NON ALCOHOLIC BEVERAGES,2014M12,Index,2017M9,109.3723902
FOOD AND NON ALCOHOLIC BEVERAGES,2014M12,Index,2017M10,109.5700034
FOOD AND NON ALCOHOLIC BEVERAGES,2014M12,Index,2017M11,110.3963817
FOOD AND NON ALCOHOLIC BEVERAGES,2014M12,Index,2017M12,110.315799
FOOD AND NON ALCOHOLIC BEVERAGES,2014M12,Index,2018M1,108.6713593
FOOD AND NON ALCOHOLIC BEVERAGES,2014M12,Index,2018M2,110.7955729
FOOD AND NON ALCOHOLIC BEVERAGES,2014M12,Index,2018M3,110.9396964
FOOD AND NON ALCOHOLIC BEVERAGES,2014M12,Index,2018M4,114.0177752
FOOD AND NON ALCOHOLIC BEVERAGES,2014M12,Index,2018M5,116.7898925
FOOD AND NON ALCOHOLIC BEVERAGES,2014M12,Index,2018M6,115.5104185
FOOD AND NON ALCOHOLIC BEVERAGES,2014M12,Index,2018M7,114.4164991
FOOD AND NON ALCOHOLIC BEVERAGES,2014M12,Index,2018M8,114.7385814
FOOD AND NON ALCOHOLIC BEVERAGES,2014M12,Index,2018M9,115.3579114
FOOD AND NON ALCOHOLIC BEVERAGES,2014M12,Index,2018M10,115.8507549
FOOD AND NON ALCOHOLIC BEVERAGES,2014M12,Index,2018M11,116.8268906
FOOD AND NON ALCOHOLIC BEVERAGES,2014M12,Index,2018M12,116.8880619
FOOD AND NON ALCOHOLIC BEVERAGES,2014M12,Index,2019M1,113.6203763
FOOD AND NON ALCOHOLIC BEVERAGES,2014M12,Index,2019M2,112.6474685
FOOD AND NON ALCOHOLIC BEVERAGES,2014M12,Index,2019M3,112.0386696
FOOD AND NON ALCOHOLIC BEVERAGES,2014M12,Index,2019M4,120.4185396
FOOD AND NON ALCOHOLIC BEVERAGES,2014M12,Index,2019M5,125.147531
FOOD AND NON ALCOHOLIC BEVERAGES,2014M12,Index,2019M6,127.7090716
FOOD AND NON ALCOHOLIC BEVERAGES,2014M12,Index,2019M7,125.595514
FOOD AND NON ALCOHOLIC BEVERAGES,2014M12,Index,2019M8,123.0350078
FOOD AND NON ALCOHOLIC BEVERAGES,2014M12,Index,2019M9,124.7292117
FOOD AND NON ALCOHOLIC BEVERAGES,2014M12,Index,2019M10,124.7040768
FOOD AND NON ALCOHOLIC BEVERAGES,2014M12,Index,2019M11,124.5486418
FOOD AND NON ALCOHOLIC BEVERAGES,2014M12,Index,2019M12,121.3273681
FOOD AND NON ALCOHOLIC BEVERAGES,2014M12,Index,2020M1,118.0640661
FOOD AND NON ALCOHOLIC BEVERAGES,2014M12,Index,2020M2,119.831981
FOOD AND NON ALCOHOLIC BEVERAGES,2014M12,Index,2020M3,124.1885667
FOOD AND NON ALCOHOLIC BEVERAGES,2014M12,Index,2020M4,130.1705382
FOOD AND NON ALCOHOLIC BEVERAGES,2014M12,Index,2020M5,132.0277223
FOOD AND NON ALCOHOLIC BEVERAGES,2014M12,Index,2020M6,130.024154
FOOD AND NON ALCOHOLIC BEVERAGES,2014M12,Index,2020M7,123.4126089
FOOD AND NON ALCOHOLIC BEVERAGES,2014M12,Index,2020M8,120.3198185
FOOD AND NON ALCOHOLIC BEVERAGES,2014M12,Index,2020M9,120.8527818
FOOD AND NON ALCOHOLIC BEVERAGES,2014M12,Index,2020M10,120.2246283
FOOD AND NON ALCOHOLIC BEVERAGES,2014M12,Index,2020M11,121.5124906
FOOD AND NON ALCOHOLIC BEVERAGES,2014M12,Index,2020M12,122.8305467
FOOD AND NON ALCOHOLIC BEVERAGES,2014M12,Index,2021M1,119.46
FOOD AND NON ALCOHOLIC BEVERAGES,2014M12,Index,2021M2,119.85
FOOD AND NON ALCOHOLIC BEVERAGES,2014M12,Index,2021M3,123.81
FOOD AND NON ALCOHOLIC BEVERAGES,2014M12,Index,2021M4,127.68
FOOD AND NON ALCOHOLIC BEVERAGES,2014M12,Index,2021M5,129.42
FOOD AND NON ALCOHOLIC BEVERAGES,2014M12,Index,2021M6,127.51
FOOD AND NON ALCOHOLIC BEVERAGES,2014M12,Index,2021M7,129.24
FOOD AND NON ALCOHOLIC BEVERAGES,2014M12,Index,2021M8,127.43
FOOD AND NON ALCOHOLIC BEVERAGES,2014M12,Index,2021M9,128.16
FOOD AND NON ALCOHOLIC BEVERAGES,2014M12,Index,2021M10,128.7623535
FOOD AND NON ALCOHOLIC BEVERAGES,2014M12,Index,2021M11,130.5263201
FOOD AND NON ALCOHOLIC BEVERAGES,2014M12,Index,2021M12,131.9078192
FOOD AND NON ALCOHOLIC BEVERAGES,2014M12,Index,2022M1,133.3543823
FOOD AND NON ALCOHOLIC BEVERAGES,2014M12,Index,2022M2,135.008163
FOOD AND NON ALCOHOLIC BEVERAGES,2014M12,Index,2022M3,138.6313068
FOOD AND NON ALCOHOLIC BEVERAGES,2014M12,Index,2022M4,142.8994396
FOOD AND NON ALCOHOLIC BEVERAGES,2014M12,Index,2022M5,148.49
FOOD AND NON ALCOHOLIC BEVERAGES,2014M12,Index,2022M6,149.01
FOOD AND NON ALCOHOLIC BEVERAGES,2014M12,Index,2022M7,151.9
FOOD AND NON ALCOHOLIC BEVERAGES,2014M12,Index,2022M8,148.7
FOOD AND NON ALCOHOLIC BEVERAGES,2014M12,Index,2022M9,148.8
FOOD AND NON ALCOHOLIC BEVERAGES,2014M12,Index,2022M10,148.13
FOOD AND NON ALCOHOLIC BEVERAGES,2014M12,Index,2022M11,147.14
FOOD AND NON ALCOHOLIC BEVERAGES,2014M12,Index,2022M12,144.36
FOOD AND NON ALCOHOLIC BEVERAGES,2014M12,Index,2023M1,142.32
FOOD AND NON ALCOHOLIC BEVERAGES,2014M12,Index,2023M2,142.32
FOOD AND NON ALCOHOLIC BEVERAGES,2014M12,Index,2023M3,145.61
FOOD AND NON ALCOHOLIC BEVERAGES,2014M12,Index,2023M4,152.33
FOOD AND NON ALCOHOLIC BEVERAGES,2014M12,Index,2023M5,151.85
FOOD AND NON ALCOHOLIC BEVERAGES,2014M12,Index,2023M6,149.54
FOOD AND NON ALCOHOLIC BEVERAGES,2014M12,Index,2023M7,150.1
FOOD AND NON ALCOHOLIC BEVERAGES,2014M12,Index,2023M8,145.6
FOOD AND NON ALCOHOLIC BEVERAGES,2014M12,Index,2023M9,142.75
FOOD AND NON ALCOHOLIC BEVERAGES,2014M12,Index,2023M10,140.43
FOOD AND NON ALCOHOLIC BEVERAGES,2014M12,Index,2023M11,144.56
FOOD AND NON ALCOHOLIC BEVERAGES,2014M12,Index,2023M12,141.32
FOOD AND NON ALCOHOLIC BEVERAGES,2014M12,Index,2024M1,140.88
FOOD AND NON ALCOHOLIC BEVERAGES,2014M12,Index,2024M2,140.78
FOOD AND NON ALCOHOLIC BEVERAGES,2014M12,Index,2024M3,142.63
FOOD AND NON ALCOHOLIC BEVERAGES,2014M12,Index,2024M4,146.28
FOOD AND NON ALCOHOLIC BEVERAGES,2014M12,Index,2024M5,151.88
FOOD AND NON ALCOHOLIC BEVERAGES,2014M12,Index,2024M6,149.44
FOOD AND NON ALCOHOLIC BEVERAGES,2014M12,Index,2024M7,148.32
FOOD AND NON ALCOHOLIC BEVERAGES,2014M12,Index,2024M8,144.14
FOOD AND NON ALCOHOLIC BEVERAGES,2014M12,Index,2024M9,142.54
FOOD AND NON ALCOHOLIC BEVERAGES,2014M12,Index,2024M10,141.28
FOOD AND NON ALCOHOLIC BEVERAGES,2014M12,Index,2024M11,140.62
FOOD AND NON ALCOHOLIC BEVERAGES,2014M12,Index,2024M12,139.21
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",2014M12,Index,2014M12,100
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",2014M12,Index,2015M1,91.04764497
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",2014M12,Index,2015M2,91.04764497
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",2014M12,Index,2015M3,94.16572522
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",2014M12,Index,2015M4,94.16572522
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",2014M12,Index,2015M5,98.17468555
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",2014M12,Index,2015M6,98.17468555
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",2014M12,Index,2015M7,100.068924
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",2014M12,Index,2015M8,100.068924
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",2014M12,Index,2015M9,100.068924
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",2014M12,Index,2015M10,98.70966093
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",2014M12,Index,2015M11,98.17468555
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",2014M12,Index,2015M12,98.7537576
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",2014M12,Index,2016M1,104.7244434
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",2014M12,Index,2016M2,97.59740285
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",2014M12,Index,2016M3,104.7244434
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",2014M12,Index,2016M4,107.1616972
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",2014M12,Index,2016M5,107.1616972
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",2014M12,Index,2016M6,107.1751052
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",2014M12,Index,2016M7,107.1751052
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",2014M12,Index,2016M8,103.6115849
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",2014M12,Index,2016M9,102.8988808
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",2014M12,Index,2016M10,103.1470929
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",2014M12,Index,2016M11,103.3599648
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",2014M12,Index,2016M12,103.1470929
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",2014M12,Index,2017M1,104.188126
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",2014M12,Index,2017M2,102.4063659
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",2014M12,Index,2017M3,104.188126
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",2014M12,Index,2017M4,102.4063659
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",2014M12,Index,2017M5,102.4063659
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",2014M12,Index,2017M6,111.3151666
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",2014M12,Index,2017M7,111.3151666
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",2014M12,Index,2017M8,120.1759603
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",2014M12,Index,2017M9,130.5686655
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",2014M12,Index,2017M10,130.5686655
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",2014M12,Index,2017M11,131.5523935
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",2014M12,Index,2017M12,130.5686655
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",2014M12,Index,2018M1,130.4661014
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",2014M12,Index,2018M2,135.8113819
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",2014M12,Index,2018M3,121.5573007
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",2014M12,Index,2018M4,110.699782
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",2014M12,Index,2018M5,114.8786869
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",2014M12,Index,2018M6,110.0843974
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",2014M12,Index,2018M7,115.4296778
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",2014M12,Index,2018M8,115.4296778
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",2014M12,Index,2018M9,122.890634
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",2014M12,Index,2018M10,127.0622022
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",2014M12,Index,2018M11,125.8149701
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",2014M12,Index,2018M12,124.389562
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",2014M12,Index,2019M1,127.6849236
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",2014M12,Index,2019M2,138.0191324
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",2014M12,Index,2019M3,141.9390047
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",2014M12,Index,2019M4,143.7207649
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",2014M12,Index,2019M5,143.7207649
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",2014M12,Index,2019M6,139.2723381
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",2014M12,Index,2019M7,138.7379514
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",2014M12,Index,2019M8,144.6176185
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",2014M12,Index,2019M9,146.9503696
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",2014M12,Index,2019M10,142.15608
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",2014M12,Index,2019M11,142.15608
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",2014M12,Index,2019M12,142.15608
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",2014M12,Index,2020M1,136.8107996
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",2014M12,Index,2020M2,137.0789583
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",2014M12,Index,2020M3,137.0789583
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",2014M12,Index,2020M4,137.0789583
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",2014M12,Index,2020M5,137.0789583
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",2014M12,Index,2020M6,137.0789583
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",2014M12,Index,2020M7,137.0789583
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",2014M12,Index,2020M8,137.347117
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",2014M12,Index,2020M9,137.347117
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",2014M12,Index,2020M10,137.347117
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",2014M12,Index,2020M11,137.347117
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",2014M12,Index,2020M12,125.606055
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",2014M12,Index,2021M1,125.61
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",2014M12,Index,2021M2,128.44
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",2014M12,Index,2021M3,128.44
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",2014M12,Index,2021M4,128.44
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",2014M12,Index,2021M5,128.44
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",2014M12,Index,2021M6,128.44
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",2014M12,Index,2021M7,128.44
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",2014M12,Index,2021M8,113.1
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",2014M12,Index,2021M9,110.62
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",2014M12,Index,2021M10,108.8389546
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",2014M12,Index,2021M11,108.8389546
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",2014M12,Index,2021M12,99.83480321
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",2014M12,Index,2022M1,90.92600248
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",2014M12,Index,2022M2,86.47160211
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",2014M12,Index,2022M3,86.47160211
